ZOMET_IRONI,SEMEL_YISHUV,total_rows,total_accidents,fatal_accidents,severe_accidents,light_accidents,PK_TEUNA_FIKT,risk_score
520003,2640,2,1,0,0,2,2023081080,2
530215,5000,3,1,0,0,3,2023068934,3
540005,6800,2,1,0,0,2,2023087448,2
540007,8300,2,1,0,0,2,2023041902,2
550001,8700,2,1,0,0,2,2023022456,2
550007,6400,2,1,0,0,2,2023047245,2
550225,5000,2,1,0,0,2,2023001265,2
560053,7900,2,1,0,0,2,2023017324,2
570001,229,2,1,0,0,2,2023036173,2
570001,681,1,1,0,0,1,2023017619,1
570001,8700,2,1,0,0,2,2023060239,2
570002,7100,2,1,0,0,2,2023012020,2
570031,874,2,1,0,0,2,2023052870,2
570163,874,3,1,0,0,3,2023048145,3
570523,5000,2,1,0,0,2,2023028715,2
580003,2640,3,1,0,0,3,2023090602,3
590053,7900,2,1,0,0,2,2023081883,2
590062,7900,3,1,0,0,3,2023021362,3
600003,7100,2,1,0,0,2,2023065105,2
610005,7800,2,1,0,0,2,2023082352,2
610007,246,2,1,0,0,2,2023052279,2
610100,246,3,1,0,0,3,2023062927,3
620062,7900,3,1,0,0,3,2023082957,3
630001,1031,8,1,0,0,8,2023077503,10
630001,1139,2,1,0,0,2,2023053348,2
630001,9600,3,1,0,0,3,2023082295,3
640017,1020,2,1,0,0,2,2023029929,2
640041,229,2,1,0,2,0,2023083147,4
640042,229,2,1,0,0,2,2023069804,2
650002,9500,2,1,0,0,2,2023046861,2
670001,681,2,1,0,0,2,2023028770,2
670001,1200,2,1,0,2,0,2023031262,4
670003,1139,2,1,0,0,2,2023056284,2
670022,7400,3,1,0,0,3,2023021954,3
670059,1031,3,1,0,0,3,2023090286,3
670178,1031,2,1,0,0,2,2023015919,2
670189,1031,2,1,0,2,0,2023048919,4
690001,2400,2,1,0,0,2,2023094077,2
690042,6100,3,1,0,0,3,2023092031,3
690062,7900,2,1,0,0,2,2023029332,2
710001,8700,2,1,0,0,2,2023071436,2
770002,2620,2,1,0,0,2,2023093392,2
770021,9000,2,1,0,2,0,2023085184,4
780135,1200,2,1,0,0,2,2023060670,2
780143,1200,2,1,0,0,2,2023011294,2
780201,1200,1,1,0,0,1,2023052227,1
780258,1200,2,1,0,0,2,2023081838,2
810042,6100,2,1,0,0,2,2023093253,2
830003,7700,3,1,0,0,3,2023060560,3
890006,9100,3,1,0,0,3,2023083034,3
900001,9400,2,1,0,0,2,2023089920,2
910035,7400,2,1,0,2,0,2023012160,4
1030001,9400,2,1,0,2,0,2023045299,4
1070009,6400,2,1,0,0,2,2023029802,2
1080007,6400,2,1,0,0,2,2023094444,2
1160007,6400,3,1,0,0,3,2023009128,3
1180007,6400,4,1,0,0,4,2023008098,4
1230002,8700,2,1,0,0,2,2023085060,2
1560002,7100,3,1,0,0,3,2023077179,3
1560005,9500,2,1,0,0,2,2023019079,2
5313001,5000,3,1,0,0,3,2023011415,3
7010002,1061,3,1,0,0,3,2023082838,3
7030002,1061,3,1,0,0,3,2023037527,3
7040011,9000,3,1,0,0,3,2023036138,3
7080022,7400,2,1,0,2,0,2023064936,4
7180051,9000,2,1,0,0,2,2023036285,2
7210002,7200,1,1,0,1,0,2023036406,2
7230000,8400,2,1,0,0,2,2023016120,2
7230043,9000,3,1,0,0,3,2023091429,3
7240001,7200,2,1,0,2,0,2023045878,4
7240002,8000,2,1,0,0,2,2023079877,2
7250003,2650,2,1,0,0,2,2023065607,2
7260003,2650,2,1,0,0,2,2023029156,2
7280000,2630,2,1,0,0,2,2023071235,2
7280001,8200,3,1,0,0,3,2023044318,3
7280007,6900,3,1,0,0,3,2023068051,3
7310007,6900,2,1,0,0,2,2023092302,2
7330313,5000,2,1,0,0,2,2023088785,2
7350001,8200,2,1,0,0,2,2023023138,2
7350001,8700,2,1,0,0,2,2023084520,2
7400011,9000,2,1,0,0,2,2023006765,2
7410004,2800,3,1,0,0,3,2023090266,3
7420003,8200,4,1,0,0,4,2023038911,4
7430215,8600,2,1,0,0,2,2023011623,2
7430317,5000,2,1,0,0,2,2023033133,2
7440002,7700,2,1,0,0,2,2023017381,2
7440317,5000,2,1,0,2,0,2023078253,4
7450003,2630,4,1,0,0,4,2023016357,4
7450004,2800,3,1,0,0,3,2023065678,3
7460003,2620,2,1,0,0,2,2023013812,2
7470001,2800,2,1,0,2,0,2023028091,4
7470001,7600,2,1,0,0,2,2023023720,2
7480001,2600,2,1,0,0,2,2023069009,2
7480001,6700,2,1,0,0,2,2023041958,2
7480002,70,2,1,0,0,2,2023044405,2
7490000,9700,2,1,0,0,2,2023077445,2
7490002,70,3,1,0,0,3,2023020783,3
7490002,7700,2,1,0,0,2,2023056443,2
7490010,6300,2,1,0,0,2,2023050495,2
7490011,6200,3,1,0,3,0,2023050855,6
7500002,2660,2,1,0,0,2,2023008674,2
7500013,6200,2,1,0,0,2,2023045242,2
7510002,70,2,1,0,2,0,2023008518,4
7510005,9500,3,1,0,0,3,2023099870,3
7510006,2200,3,1,0,0,3,2023059188,3
7530002,70,3,1,0,0,3,2023062154,3
7530002,2610,2,1,0,0,2,2023012510,2
7540004,2800,4,1,0,4,0,2023052002,8
7540007,2610,2,1,0,0,2,2023044580,2
7550119,9400,2,1,0,0,2,2023022880,2
7590004,1061,2,1,0,0,2,2023054000,2
7600002,6700,4,1,0,0,4,2023024404,4
7620005,7600,2,1,0,0,2,2023000059,2
7630003,2620,3,1,0,0,3,2023091531,3
7650002,9100,2,1,0,0,2,2023078638,2
7650004,70,3,1,0,0,3,2023067513,3
7650013,9000,2,1,0,0,2,2023086322,2
7650326,5000,2,1,0,2,0,2023058413,4
7660001,7600,6,1,0,0,6,2023039199,8
7660002,7800,2,1,0,0,2,2023072467,2
7660041,6600,2,1,0,0,2,2023090531,2
7670003,2600,2,1,0,0,2,2023020877,2
7670010,8300,2,1,0,2,0,2023060686,4
7670023,6200,2,1,0,0,2,2023072332,2
7680003,2620,2,1,0,2,0,2023092247,4
7690002,6700,2,1,0,2,0,2023024989,4
7690002,8200,2,1,0,0,2,2023096512,2
7690005,70,2,1,0,0,2,2023072357,2
7700331,5000,2,1,0,2,0,2023099879,4
7710005,70,2,1,0,0,2,2023032446,2
7720223,8600,2,1,0,0,2,2023090336,2
7730007,6500,2,1,0,0,2,2023000730,2
7730014,9000,2,1,0,0,2,2023020999,2
7740006,70,2,1,0,0,2,2023097243,2
7740007,6500,2,1,0,0,2,2023068862,2
7740011,6100,4,1,0,4,0,2023079258,8
7750004,6900,2,1,0,0,2,2023097048,2
7750044,9000,2,1,0,2,0,2023019217,4
7750223,4000,2,1,0,0,2,2023099112,2
7760223,4000,2,1,0,0,2,2023044813,2
7770001,2530,1,1,0,0,1,2023054429,1
7770001,2600,7,1,0,7,0,2023044287,14
7770034,6600,3,1,0,0,3,2023015824,3
7780001,2630,2,1,0,0,2,2023030921,2
7780008,2200,2,1,0,2,0,2023090079,4
7780224,4000,3,1,0,0,3,2023068781,3
7790001,1061,2,1,0,0,2,2023045536,2
7790016,6100,2,1,0,0,2,2023018779,2
7800224,4000,4,1,0,0,4,2023089256,4
7810004,1061,2,1,0,0,2,2023093340,2
7810011,7400,4,1,0,0,4,2023061692,4
7810031,6200,2,1,0,0,2,2023000040,2
7810223,8600,2,1,0,2,0,2023032247,4
7820001,2610,2,1,0,0,2,2023027827,2
7820003,1061,2,1,0,0,2,2023038948,2
7820009,6400,4,1,0,0,4,2023069962,4
7820031,6200,3,1,0,3,0,2023054555,6
7820041,9000,2,1,0,2,0,2023094496,4
7830002,2630,2,1,0,0,2,2023090460,2
7830005,2600,2,1,0,0,2,2023099835,2
7830006,6900,2,1,0,0,2,2023099296,2
7830011,7400,2,1,2,0,0,2023068444,6
7830100,2530,2,1,0,2,0,2023091116,4
7850001,9600,2,1,0,0,2,2023033338,2
7860015,9000,3,1,0,0,3,2023027489,3
7860341,5000,2,1,0,2,0,2023078444,4
7870001,9600,2,1,0,0,2,2023072152,2
7870002,7800,2,1,0,0,2,2023021675,2
7870004,8000,2,1,0,0,2,2023085735,2
7870032,6200,2,1,0,0,2,2023004755,2
7870341,5000,2,1,0,0,2,2023052954,2
7880004,2610,2,1,0,0,2,2023010037,2
7880014,70,2,1,0,0,2,2023011231,2
7880015,6100,3,1,0,3,0,2023002330,6
7880032,6200,3,1,0,3,0,2023020396,6
7890002,7800,2,1,0,0,2,2023016892,2
7890006,9600,2,1,0,0,2,2023067173,2
7900005,8400,1,1,0,1,0,2023077128,2
7900041,9000,2,1,0,0,2,2023064358,2
7910002,1061,3,1,0,0,3,2023029272,3
7910213,4000,2,1,0,0,2,2023017822,2
7920001,2610,2,1,0,0,2,2023066997,2
7920008,8300,2,1,0,0,2,2023084607,2
7920032,6200,2,1,0,0,2,2023009303,2
7930006,9100,2,1,0,2,0,2023031219,4
7940002,7100,3,1,0,0,3,2023034195,3
7940011,70,2,1,0,0,2,2023080519,2
7940212,4000,4,1,0,4,0,2023024884,8
7950003,8500,2,1,0,2,0,2023014483,4
7960002,6700,2,1,0,2,0,2023035075,4
7960004,6800,2,1,0,0,2,2023006780,2
7960006,9100,2,1,0,0,2,2023033094,2
7960008,8300,2,1,0,0,2,2023060982,2
7970002,9700,2,1,0,0,2,2023000731,2
7990009,8300,2,1,0,0,2,2023097935,2
8000002,8700,2,1,0,0,2,2023072674,2
8000013,2800,3,1,0,0,3,2023088575,3
8010004,6300,2,1,0,2,0,2023053404,4
8010006,9100,2,1,0,0,2,2023038750,2
8020002,7100,2,1,0,0,2,2023036973,2
8020003,2640,2,1,0,0,2,2023071039,2
8020008,6300,2,1,0,0,2,2023098995,2
8020033,6200,3,1,0,0,3,2023059352,3
8030003,6700,2,1,0,0,2,2023078146,2
8030012,7400,2,1,0,0,2,2023078790,2
8030337,5000,2,1,0,0,2,2023054615,2
8040002,6500,2,1,0,0,2,2023059946,2
8040012,7400,2,1,0,0,2,2023086355,2
8040033,6200,2,1,0,0,2,2023053011,2
8050002,2400,2,1,0,2,0,2023038129,4
8050018,2660,2,1,2,0,0,2023076920,6
8050132,4000,5,1,0,0,5,2023021174,5
8050135,2660,2,1,0,2,0,2023016810,4
8060001,2610,2,1,0,0,2,2023054566,2
8060002,6500,2,1,0,2,0,2023025373,4
8070001,2400,2,1,0,0,2,2023076016,2
8080001,1061,3,1,0,0,3,2023009947,3
8080004,2600,2,1,0,0,2,2023000118,2
8080004,7600,3,1,0,0,3,2023068036,3
8090003,7700,2,1,0,0,2,2023019483,2
8090032,9000,5,1,0,0,5,2023002132,5
8120001,2400,2,1,0,0,2,2023036155,2
8120001,8700,3,1,0,0,3,2023009974,3
8120051,6600,2,1,0,0,2,2023044827,2
8120132,4000,4,1,0,4,0,2023036485,8
8140002,6800,2,1,0,2,0,2023086139,4
8140014,70,2,1,0,0,2,2023048451,2
8140059,2400,2,1,0,0,2,2023012484,2
8140128,2400,6,1,0,0,6,2023059807,8
8150005,7700,2,1,0,0,2,2023067360,2
8150009,6300,2,1,0,0,2,2023020918,2
8150051,6600,1,1,0,1,0,2023039355,2
8160001,7000,6,1,0,0,6,2023048587,8
8160013,6100,2,1,0,0,2,2023010957,2
8170001,8700,2,1,0,0,2,2023011191,2
8170007,2640,2,1,0,0,2,2023061071,2
8170007,8400,2,1,0,0,2,2023097845,2
8180001,2610,2,1,0,0,2,2023045032,2
8180004,2100,2,1,0,0,2,2023095985,2
8180011,6300,2,1,0,0,2,2023088993,2
8190001,2640,2,1,0,0,2,2023096106,2
8190003,7600,2,1,0,0,2,2023083884,2
8190009,7100,2,1,0,2,0,2023035507,4
8190021,7400,2,1,0,0,2,2023064180,2
8190051,6200,2,1,0,0,2,2023078302,2
8200001,2610,2,1,0,2,0,2023029413,4
8200052,6200,2,1,0,0,2,2023066749,2
8210001,7000,2,1,2,0,0,2023057458,6
8210009,7100,2,1,0,2,0,2023044094,4
8210022,7400,2,1,0,0,2,2023029507,2
8210032,9000,2,1,0,0,2,2023086596,2
8220003,2100,2,1,0,0,2,2023019732,2
8220006,2640,3,1,0,0,3,2023075095,3
8220011,6400,2,1,0,0,2,2023002844,2
8220067,2100,2,1,0,0,2,2023069903,2
8220071,2100,2,1,0,0,2,2023070487,2
8230004,7700,5,1,0,0,5,2023068080,5
8230012,6100,2,1,0,0,2,2023071674,2
8230041,6200,2,1,0,2,0,2023014265,4
8240014,70,3,1,0,0,3,2023032571,3
8250010,7100,2,1,0,0,2,2023038780,2
8260002,6400,3,1,0,0,3,2023081953,3
8260002,7000,2,1,0,2,0,2023056428,4
8260012,6100,3,1,0,0,3,2023065249,3
8260021,7400,2,1,0,0,2,2023094349,2
8260053,6600,2,1,0,2,0,2023041654,4
8270001,2610,2,1,0,0,2,2023016969,2
8270005,6400,2,1,0,2,0,2023038855,4
8270012,2600,2,1,0,0,2,2023053631,2
8280004,8500,2,1,0,0,2,2023042746,2
8280008,7100,2,1,0,0,2,2023020386,2
8300004,6900,2,1,0,0,2,2023083745,2
8300008,7100,2,1,0,0,2,2023051491,2
8300214,8600,2,1,0,0,2,2023007195,2
8310001,2600,2,1,0,0,2,2023081026,2
8310001,7700,2,1,0,0,2,2023043895,2
8310008,2630,2,1,0,0,2,2023056620,2
8310012,7900,2,1,0,2,0,2023000317,4
8310018,2610,2,1,0,0,2,2023076350,2
8310021,70,2,1,0,0,2,2023090380,2
8310184,2610,2,1,0,2,0,2023049121,4
8310195,2610,7,1,0,7,0,2023049130,14
8310213,2610,3,1,0,0,3,2023003497,3
8310214,2610,2,1,0,0,2,2023048981,2
8320031,6100,2,1,0,0,2,2023018463,2
8330001,8700,2,1,0,0,2,2023041084,2
8330042,9000,2,1,0,0,2,2023075193,2
8330071,70,2,1,0,0,2,2023004647,2
8340020,1139,2,1,0,2,0,2023032039,4
8340106,1139,3,1,0,0,3,2023065446,3
8340160,1139,4,1,0,0,4,2023032014,4
8340168,1139,2,1,0,0,2,2023095074,2
8340197,1139,3,1,0,3,0,2023052224,6
8340431,5000,2,1,0,0,2,2023056036,2
8350001,6500,2,1,2,0,0,2023059645,6
8350002,7000,3,1,0,0,3,2023027193,3
8360001,7700,4,1,0,0,4,2023063889,4
8370010,8400,2,1,0,0,2,2023073632,2
8370184,7700,2,1,0,0,2,2023023502,2
8370258,7700,2,1,0,0,2,2023003283,2
8380006,2600,2,1,0,0,2,2023036660,2
8400001,2640,2,1,0,0,2,2023096268,2
8400010,8400,2,1,0,0,2,2023021008,2
8400034,6600,2,1,0,0,2,2023006336,2
8430010,8400,2,1,0,0,2,2023031631,2
8440005,6300,2,1,0,0,2,2023045647,2
8440012,7900,2,1,0,0,2,2023059070,2
8450001,70,3,1,0,0,3,2023043628,3
8450001,2600,2,1,0,0,2,2023069314,2
8450010,8400,2,1,0,0,2,2023082781,2
8450021,9000,3,1,0,0,3,2023065857,3
8450031,7400,2,1,0,0,2,2023011300,2
8460001,2600,2,1,0,0,2,2023055608,2
8460006,7100,3,1,0,3,0,2023009320,6
8460031,7400,3,1,0,0,3,2023057805,3
8470010,8400,2,1,0,0,2,2023013101,2
8470012,6200,2,1,0,0,2,2023016206,2
8470012,7900,3,1,0,0,3,2023056316,3
8470025,6100,2,1,0,0,2,2023089451,2
8480001,2600,3,1,0,0,3,2023024458,3
8480012,6200,2,1,0,2,0,2023042521,4
8490012,7900,2,1,0,0,2,2023019137,2
8490021,9000,3,1,0,0,3,2023040124,3
8490521,4000,2,1,0,0,2,2023020625,2
8500001,2600,2,1,0,0,2,2023025675,2
8510004,6400,2,1,0,2,0,2023055403,4
8520001,6500,2,1,0,0,2,2023034794,2
8520212,8600,2,1,0,0,2,2023035260,2
8530004,6400,3,1,0,0,3,2023009818,3
8540001,2600,2,1,0,0,2,2023013168,2
8540011,6200,3,1,0,0,3,2023084174,3
8540012,7900,2,1,0,0,2,2023041788,2
8550002,7100,3,1,0,0,3,2023082970,3
8550031,7400,2,1,0,0,2,2023011701,2
8560004,6400,4,1,0,0,4,2023067733,4
8560024,6100,2,1,0,0,2,2023065844,2
8580001,2630,2,1,0,0,2,2023059254,2
8580214,8600,2,1,0,0,2,2023054122,2
8590011,70,2,1,0,0,2,2023012339,2
8590059,2630,2,1,0,0,2,2023002406,2
8590240,2630,2,1,0,0,2,2023061617,2
8590244,2630,2,1,2,0,0,2023059428,6
8590247,2630,2,1,0,0,2,2023089341,2
8600005,8400,2,1,0,0,2,2023029690,2
8600177,6700,6,1,0,0,6,2023076404,8
8600178,6700,2,1,0,0,2,2023092094,2
8600344,5000,2,1,0,0,2,2023011350,2
8610007,8300,2,1,0,0,2,2023010347,2
8610023,7900,2,1,0,0,2,2023030637,2
8610344,5000,2,1,0,0,2,2023078531,2
8620023,7400,3,1,0,0,3,2023054365,3
8630005,8400,3,1,0,0,3,2023043229,3
8650023,7400,2,1,0,0,2,2023021858,2
8660022,7900,2,1,0,0,2,2023023566,2
8670004,8300,2,1,0,0,2,2023022121,2
8690003,7800,2,1,0,0,2,2023048069,2
8690056,6600,2,1,0,0,2,2023039547,2
8710056,6600,2,1,0,0,2,2023096931,2
8710345,5000,2,1,0,0,2,2023085299,2
8720001,2600,3,1,0,0,3,2023037551,3
8720005,8300,3,1,0,0,3,2023019715,3
8730005,8300,3,1,0,0,3,2023074693,3
8750001,7100,2,1,0,0,2,2023033544,2
8750002,70,2,1,0,0,2,2023037705,2
8760001,2600,2,1,0,0,2,2023003849,2
8770021,6100,3,1,0,3,0,2023014137,6
8780063,2600,2,1,0,0,2,2023071880,2
8780121,2600,2,1,0,2,0,2023099469,4
8780147,2600,2,1,0,0,2,2023037245,2
8780271,2600,2,1,0,2,0,2023094339,4
8810021,7900,2,1,0,0,2,2023027815,2
8820021,6100,2,1,0,0,2,2023033731,2
8830021,7100,2,1,0,0,2,2023001462,2
8840017,7800,2,1,0,0,2,2023061031,2
8840029,7800,2,1,0,0,2,2023043385,2
8840033,7400,2,1,0,0,2,2023091869,2
8840035,7800,2,1,0,0,2,2023073542,2
8840076,7800,2,1,0,0,2,2023037658,2
8840095,7800,3,1,0,0,3,2023083394,3
8840139,7800,2,1,0,0,2,2023033524,2
8840179,7800,2,1,0,0,2,2023000288,2
8840299,7800,3,1,0,0,3,2023079709,3
8850022,7900,2,1,0,0,2,2023083007,2
8880052,70,2,1,0,2,0,2023000520,4
8890005,9100,2,1,0,0,2,2023067993,2
8920021,7100,2,1,0,0,2,2023082360,2
8940022,6100,2,1,0,2,0,2023072110,4
8940111,3000,2,1,0,2,0,2023049539,4
8950005,8300,2,1,0,0,2,2023008901,2
8960002,7300,2,1,0,0,2,2023096097,2
8960041,70,1,1,0,0,1,2023062354,1
8960051,6200,2,1,0,0,2,2023053605,2
8960073,6600,2,1,0,0,2,2023074103,2
8960432,5000,2,1,0,0,2,2023006884,2
8970074,6600,2,1,0,0,2,2023020782,2
8980008,8400,2,1,0,2,0,2023099135,4
8990071,6600,4,1,0,4,0,2023015803,8
9000008,8400,3,1,0,0,3,2023077887,3
9000022,6100,2,1,0,0,2,2023047857,2
9020032,7400,2,1,0,0,2,2023020459,2
9020123,8600,2,1,0,2,0,2023061061,4
9020422,4000,2,1,0,0,2,2023097221,2
9030032,7900,2,1,0,0,2,2023067725,2
9040335,70,2,1,0,0,2,2023072915,2
9050035,7400,3,1,0,0,3,2023092338,3
9060032,7900,2,1,0,0,2,2023024119,2
9060041,70,5,1,0,0,5,2023006079,5
9070213,6200,2,1,0,0,2,2023030272,2
9080132,70,2,1,0,0,2,2023085463,2
9090032,7900,2,1,0,0,2,2023069791,2
9100032,7900,2,1,0,0,2,2023080536,2
9110121,3000,2,1,0,0,2,2023023518,2
9120004,6500,3,1,0,0,3,2023023068,3
9140004,8300,2,1,2,0,0,2023044387,6
9140008,70,2,1,0,2,0,2023083358,4
9140022,6600,1,1,0,1,0,2023005943,2
9150121,3000,2,1,0,0,2,2023042760,2
9160031,7300,2,1,0,2,0,2023030931,4
9190123,3000,2,1,0,2,0,2023033868,4
9190323,5000,2,1,0,0,2,2023083163,2
9190335,70,1,1,0,0,1,2023073135,1
9210023,6600,2,1,0,0,2,2023075112,2
9210033,6200,2,1,0,0,2,2023005027,2
9210322,4000,2,1,0,0,2,2023061768,2
9220009,6500,2,1,0,0,2,2023005915,2
9220033,7900,3,1,0,0,3,2023039222,3
9220073,70,2,1,0,0,2,2023085637,2
9230033,7900,3,1,0,0,3,2023033964,3
9230123,8600,2,1,0,2,0,2023077798,4
9240003,8300,3,1,0,0,3,2023051447,3
9240006,7000,2,1,0,0,2,2023093432,2
9240176,3000,3,1,0,0,3,2023067168,3
9250001,8700,2,1,0,2,0,2023081849,4
9250002,7000,2,1,0,0,2,2023087959,2
9280033,7900,2,1,0,0,2,2023050307,2
9300003,2650,3,1,0,0,3,2023092576,3
9310051,7400,2,1,0,0,2,2023004398,2
9330041,70,2,1,0,0,2,2023084110,2
9360043,6100,2,1,0,0,2,2023091352,2
9370006,8700,2,1,0,0,2,2023002815,2
9370051,7400,2,1,0,0,2,2023097296,2
9370211,70,3,1,0,0,3,2023096883,3
9380123,70,3,1,0,0,3,2023068701,3
9400004,6500,2,1,0,0,2,2023034967,2
9410172,3000,2,1,0,0,2,2023034555,2
9430042,7900,2,1,0,0,2,2023099217,2
9430124,8600,2,1,0,0,2,2023076676,2
9430323,4000,7,1,0,7,0,2023083957,14
9450137,70,2,1,0,0,2,2023089022,2
9470113,8600,2,1,0,2,0,2023067016,4
9510006,7300,3,1,0,0,3,2023092755,3
9510043,7900,3,1,0,0,3,2023009050,3
9520012,9000,3,1,0,3,0,2023051603,6
9520041,6100,2,1,0,0,2,2023000073,2
9520043,7900,2,1,0,0,2,2023033270,2
9520113,8600,2,1,0,2,0,2023045571,4
9540014,7900,2,1,0,0,2,2023087632,2
9550002,8700,2,1,0,0,2,2023002367,2
9550014,7900,3,1,0,0,3,2023094908,3
9580001,8700,2,1,0,0,2,2023027178,2
9590122,8600,2,1,0,0,2,2023012823,2
9610010,466,2,1,0,2,0,2023067042,4
9660011,6600,2,1,0,0,2,2023063705,2
9670011,6600,5,1,0,0,5,2023092811,5
9680042,6100,2,1,0,0,2,2023078997,2
9680325,70,2,1,0,0,2,2023066156,2
9690001,8700,2,1,0,0,2,2023015933,2
9740124,3000,2,1,0,0,2,2023090530,2
9740422,4000,3,1,0,0,3,2023068623,3
9770062,7900,2,1,0,0,2,2023023688,2
9770414,5000,4,1,0,0,4,2023047966,4
9780007,6500,2,1,0,0,2,2023099278,2
9790117,8600,2,1,0,0,2,2023031063,2
9800053,6500,2,1,0,0,2,2023064428,2
9800130,6500,3,1,0,0,3,2023099156,3
9800154,6500,2,1,0,0,2,2023034065,2
9800200,6500,2,1,0,0,2,2023055595,2
9800443,6500,2,1,0,0,2,2023047056,2
9800532,6500,3,1,0,0,3,2023044628,3
9800557,6500,2,1,0,0,2,2023099172,2
9820001,7300,2,1,2,0,0,2023067434,6
9840051,9000,3,1,0,3,0,2023084791,6
9840052,70,2,1,0,0,2,2023087244,2
9850034,6400,2,1,0,0,2,2023041928,2
9850413,5000,5,1,0,0,5,2023068983,5
9860001,7100,2,1,0,0,2,2023082690,2
9860314,7400,3,1,0,0,3,2023007876,3
9880008,8700,2,1,0,0,2,2023053130,2
9880054,7900,2,1,0,0,2,2023056196,2
9890011,70,2,1,0,0,2,2023045103,2
9890041,6100,2,1,0,2,0,2023081814,4
9890314,7400,2,1,0,0,2,2023032834,2
9900052,7900,3,1,0,0,3,2023028753,3
9910052,6600,2,1,0,2,0,2023044268,4
9910422,5000,2,1,0,0,2,2023017007,2
9930052,7900,2,1,0,0,2,2023016629,2
9940053,7400,3,1,0,0,3,2023083384,3
9950527,4000,2,1,0,0,2,2023045727,2
9990001,70,2,1,0,0,2,2023097969,2
10010053,7900,5,1,0,0,5,2023003758,5
10010313,7400,2,1,0,0,2,2023081594,2
10020001,70,2,1,0,0,2,2023087527,2
10020114,8600,2,1,0,0,2,2023026519,2
10030065,8500,2,1,2,0,0,2023055884,6
10030201,8500,2,1,0,0,2,2023025267,2
10030235,8500,2,1,0,0,2,2023055270,2
10030255,8500,2,1,0,0,2,2023060878,2
10060423,5000,2,1,0,0,2,2023094646,2
10070083,6200,2,1,0,0,2,2023011348,2
10080115,8600,2,1,0,0,2,2023016839,2
10080175,3000,2,1,0,0,2,2023015119,2
10120023,6600,3,1,0,0,3,2023028522,3
10130033,7100,2,1,0,0,2,2023043257,2
10150006,70,2,1,0,0,2,2023088680,2
10150045,70,2,1,0,0,2,2023008616,2
10150071,70,2,1,0,0,2,2023084523,2
10150097,70,2,1,0,0,2,2023010382,2
10150098,70,2,1,0,0,2,2023007118,2
10150129,70,2,1,0,0,2,2023059079,2
10150156,70,2,1,0,0,2,2023088956,2
10150244,70,2,1,0,0,2,2023036009,2
10150255,70,3,1,0,3,0,2023019526,6
10150316,70,2,1,0,0,2,2023039076,2
10150358,70,2,1,0,0,2,2023016019,2
10150407,70,2,1,0,2,0,2023028759,4
10150424,5000,2,1,0,0,2,2023074062,2
10150435,70,2,1,0,0,2,2023031720,2
10150436,70,2,1,0,0,2,2023085261,2
10160053,9000,2,1,0,0,2,2023066137,2
10160424,5000,2,1,0,0,2,2023034545,2
10180074,6600,2,1,0,0,2,2023057330,2
10180323,7400,2,1,0,0,2,2023022159,2
10180424,5000,2,1,0,0,2,2023075887,2
10190314,7400,3,1,0,0,3,2023024163,3
10200521,9000,2,1,0,0,2,2023045004,2
10220113,7400,2,1,0,0,2,2023042686,2
10220434,5000,4,1,0,0,4,2023075105,4
10230172,3000,2,1,0,0,2,2023059191,2
10260111,8600,2,1,0,0,2,2023061377,2
10280523,4000,3,1,0,0,3,2023064921,3
10300412,6600,2,1,0,0,2,2023078856,2
10350008,6400,2,1,0,0,2,2023097652,2
10360016,6100,2,1,0,0,2,2023089831,2
10370025,6100,2,1,0,0,2,2023091857,2
10380127,3000,2,1,0,0,2,2023042249,2
10420054,6600,2,1,0,0,2,2023069658,2
10440034,7600,2,1,0,0,2,2023059646,2
10440051,9000,2,1,0,0,2,2023021471,2
